sumcolno,charge,maxcolno,casno,MaxAtNo,heavies,Species,omit,sumatno,ssqcolno,Name,atoms
35,0,4,3551277,6,7,C7H7,0,49,119,cycloheptatrienyl radical,14
35,1,4,3551277,6,7,C7H7+,0,49,119,cycloheptatrienyl cation,14
32,0,6,3658808,16,5,CH3SSSCH3,0,66,146,dimethyl trisulfide,11
38,0,6,3710847,8,6,C4H11NO,0,50,136,Diethylhydroxylamine,17
19,0,7,3744078,9,3,NF2,0,25,123,Difluoroamino radical,3
19,1,7,3744078,9,3,NF2+,0,25,123,Difluoroamino cation,3
13,0,7,3744294,9,2,CH2F,0,17,67,fluoromethyl radical,4
11,-1,7,3889756,9,2,CF-,0,15,65,carbon monofluoride anion,2
11,0,7,3889756,9,2,CF,0,15,65,Fluoromethylidyne,2
11,1,7,3889756,9,2,CF+,0,15,65,carbon monofluoride cation,2
11,-1,7,3889767,17,2,CCl-,0,23,65,carbon monochloride anion,2
11,0,7,3889767,17,2,CCl,0,23,65,carbon monochloride,2
11,1,7,3889767,17,2,CCl+,0,23,65,carbon monochloride cation,2
38,0,4,4026237,6,8,C8H6,0,54,134,benzocyclobutadiene,14
38,0,7,4028562,17,6,C4H8Cl2,0,66,170,"Butane, 2,3-dichloro-, (r*,s*)-",14
36,0,4,4050457,6,6,C6H12,0,48,108,"2-Hexene, (E)-",18
32,0,5,4076362,7,6,C2H4N4,0,44,136,"1H-Tetrazole, 5-methyl-",10
20,0,7,4109960,17,3,SiH2Cl2,0,50,136,dichlorosilane,5
38,0,6,4110503,16,6,C5H12S,0,58,128,Ethyl propyl sulfide,18
24,0,6,4143413,7,4,CH3NNCH3,0,32,88,DimethylDiazineE,10
24,0,5,4143424,7,4,CH3NNCH3,0,32,88,DimethylDiazineZ,10
36,0,6,4164287,8,6,C2H6N2O2,0,48,160,Dimethylnitroamine,12
28,0,6,4170303,8,5,CHOCHCHCH3,0,38,106,2-Butenal,11
12,0,4,4218502,6,2,CH3CH,0,16,36,methylmethylene,6
31,0,4,4348350,6,5,C5H11,0,41,91,2-Methylbut-2-yl radical,16
17,0,6,4400015,8,3,CH2CHO,0,23,71,Vinyloxy radical,6
32,0,5,4418615,7,6,CH3N5,0,44,144,5-Aminotetrazole,9
19,0,6,4422542,8,3,CH2CH2OH,0,25,73,2-hydroxy ethyl radical,8
32,0,5,4426113,7,6,C5H7N,0,44,112,Cyclobutanecarbonitrile,13
38,0,5,4426486,7,6,C4H12N2,0,50,126,"1,2-Butanediamine",18
30,0,7,4628211,17,5,CH3CClCHCH3,0,48,120,"2-Butene, 2-chloro-, (Z)-",12
25,0,4,4630459,6,4,CH2CH(CH3)2,0,33,73,Isobutyl radical,13
36,0,6,4740005,16,6,C5H10S,0,56,126,"Thiophene, tetrahydro-3-methyl-",16
24,0,6,4756052,16,4,CH3CSCH3,0,40,90,Thioacetone,10
36,0,4,4806615,6,6,C6H12,0,48,108,"Cyclobutane, ethyl-",18
30,0,7,4894615,17,5,CH3CClCHCH3,0,48,120,"2-Butene, 2-chloro-, (E)-",12
22,0,6,5009278,8,4,C3H4O,0,30,88,Cyclopropanone,8
38,0,6,5145993,16,6,C5H12S,0,58,128,"Propane, 2-(ethylthio)-",18
26,0,4,5164352,6,5,C5H6,0,36,86,Bicyclo[2.1.0]pent-2-ene,11
34,0,4,5194503,6,6,C6H10,0,46,106,"2,4-Hexadiene, (E,Z)-",16
34,0,4,5194514,6,6,C6H10,0,46,106,"2,4-Hexadiene, (E,E)-",16
25,1,6,5265816,8,4,H2NO3+,0,33,135,"Nitric Acid, Protonated",6
36,0,6,5296628,16,6,C5H10S,0,56,126,3-Ethylthio-1-propene,16
26,0,5,5500210,7,5,C4H5N,0,36,94,Cyclopropanecarbonitrile,10
36,0,6,5664335,8,7,C6H6O,0,50,138,"2,5-Cyclohexadienone",13
32,0,6,5765446,8,6,C4H5NO,0,44,130,"Isoxazole, 5-methyl-",11
22,0,6,6004440,8,4,C3H4O,0,30,88,Methylketene,8
38,0,6,6032297,8,6,C5H12O,0,50,128,2-Pentanol,18
17,0,4,6067681,6,3,CH3CHCH,0,23,53,1-propenyl radical,8
34,0,4,6108618,6,6,C6H10,0,46,106,"2,4-Hexadiene, (Z,Z)-",16
22,0,4,6142730,6,4,C4H6,0,30,70,Methylenecyclopropane,10
38,0,6,6163640,16,6,C5H12S,0,58,128,"Propane, 2-methyl-2-(methylthio)-",18
30,0,4,6249236,6,8,C8H6,0,54,134,Calicene,14
30,0,5,6569513,7,6,B3N3H6,0,42,98,borazine,12
30,0,6,6669369,8,5,C2H4O3,0,40,142,"1,2,3-trioxolane",9
26,0,4,6746947,6,5,C5H6,0,36,86,Cyclopropylacetylene,11
13,0,7,6806866,35,2,CH2Cl,0,43,67,chloromethyl radical,4
10,0,5,6829523,15,2,HCP,0,22,42,HCP,3
18,0,6,6851930,16,3,CH3CHS,0,32,72,Thioacetaldehyde,7
10,0,5,6914074,7,2,HNC,0,14,32,hydrogen isocyanide,3
36,0,6,6921353,8,6,C5H10O,0,48,126,"Oxetane, 3,3-dimethyl-",16
13,0,6,7175759,16,2,CH3S,0,25,55,thiomethoxy,5
34,0,6,7285327,16,6,C3H4O2S,0,54,160,"2H-Thiete-1,1-dioxide",10
34,0,4,7318674,6,6,C6H10,0,46,106,"1,4-Hexadiene, (Z)-",16
34,0,4,7319008,6,6,C6H10,0,46,106,"1,4-Hexadiene, (E)-",16
3,-1,3,7429905,13,1,Al-,0,13,9,Aluminum atom anion,1
3,0,3,7429905,13,1,Al,0,13,9,Aluminum atom,1
3,1,3,7429905,13,1,Al+,0,13,9,Aluminum atom cation,1
8,0,8,7439896,26,1,Fe,0,26,64,Iron atom,1
8,0,8,7439909,36,1,Kr,0,36,64,Krypton atom,1
1,-1,1,7439932,3,1,Li-,0,3,1,Lithium atom anion,1
1,0,1,7439932,3,1,Li,0,3,1,Lithium atom,1
1,1,1,7439932,3,1,Li+,0,3,1,Lithium atom cation,1
2,-1,2,7439954,12,1,Mg-,0,12,4,Magnesium atom anion,1
2,0,2,7439954,12,1,Mg,0,12,4,Magnesium atom,1
2,1,2,7439954,12,1,Mg+,0,12,4,Magnesium atom cation,1
8,-1,8,7440019,10,1,Ne-,0,10,64,Neon atom anion,1
8,0,8,7440019,10,1,Ne,0,10,64,Neon atom,1
8,1,8,7440019,10,1,Ne+,0,10,64,Neon atom cation,1
1,-1,1,7440097,19,1,K-,0,19,1,Potassium atom anion,1
1,0,1,7440097,19,1,K,0,19,1,Potassium atom,1
1,1,1,7440097,19,1,K+,0,19,1,Potassium atom cation,1
4,-1,4,7440213,14,1,Si-,0,14,16,Silicon atom anion,1
4,0,4,7440213,14,1,Si,0,14,16,Silicon atom,1
4,1,4,7440213,14,1,Si+,0,14,16,Silicon atom cation,1
1,-1,1,7440235,11,1,Na-,0,11,1,Sodium atom anion,1
1,0,1,7440235,11,1,Na,0,11,1,Sodium atom,1
1,1,1,7440235,11,1,Na+,0,11,1,Sodium atom cation,1
4,-1,4,7440326,22,1,Ti-,0,22,16,Titanium atom anion,1
4,0,4,7440326,22,1,Ti,0,22,16,Titanium atom,1
4,1,4,7440326,22,1,Ti+,0,22,16,Titanium atom cation,1
8,-1,8,7440371,18,1,Ar-,0,18,64,Argon atom anion,1
8,0,8,7440371,18,1,Ar,0,18,64,Argon atom,1
8,1,8,7440371,18,1,Ar+,0,18,64,Argon atom cation,1
5,-1,5,7440382,33,1,As-,0,33,25,Arsenic anion,1
5,0,5,7440382,33,1,As,0,33,25,Arsenic atomic,1
5,1,5,7440382,33,1,As+,0,33,25,Arsenic cation,1
2,-1,2,7440417,4,1,Be-,0,4,4,Beryllium atom anion,1
2,0,2,7440417,4,1,Be,0,4,4,Beryllium atom,1
2,1,2,7440417,4,1,Be+,0,4,4,Beryllium atom cation,1
3,-1,3,7440428,5,1,B-,0,5,9,Boron atom anion,1
3,0,3,7440428,5,1,B,0,5,9,Boron atom,1
3,1,3,7440428,5,1,B+,0,5,9,Boron atom cation,1
4,-1,4,7440440,6,1,C-,0,6,16,Carbon atom anion,1
4,0,4,7440440,6,1,C,0,6,16,Carbon atom,1
4,1,4,7440440,6,1,C+,0,6,16,Carbon atom cation,1
1,-1,1,7440508,29,1,Cu-,0,29,1,Copper atom anion,1
1,0,1,7440508,29,1,Cu,0,29,1,Copper atom,1
1,1,1,7440508,29,1,Cu+,0,29,1,Copper atom cation,1
3,-1,3,7440553,31,1,Ga-,0,31,9,Gallium atom anion,1
3,0,3,7440553,31,1,Ga,0,31,9,Gallium atom,1
3,1,3,7440553,31,1,Ga+,0,31,9,Gallium atom cation,1
4,-1,4,7440564,32,1,Ge-,0,32,16,Germanium anion,1
4,0,4,7440564,32,1,Ge,0,32,16,Germanium atom,1
4,1,4,7440564,32,1,Ge+,0,32,16,Germanium cation,1
8,-1,8,7440597,2,0,He-,0,2,64,Helium atom anion,1
8,0,8,7440597,2,0,He,0,2,64,Helium atom,1
8,1,8,7440597,2,0,He+,0,2,64,Helium atom cation,1
2,-1,2,7440666,30,1,Zn-,0,30,4,Zinc atom anion,1
2,0,2,7440666,30,1,Zn,0,30,4,Zinc atom,1
2,1,2,7440666,30,1,Zn+,0,30,4,Zinc atom cation,1
2,-1,2,7440702,20,1,Ca-,0,20,4,Calcium atom anion,1
2,0,2,7440702,20,1,Ca,0,20,4,Calcium atom,1
2,1,2,7440702,20,1,Ca+,0,20,4,Calcium atom cation,1
18,0,6,7446084,34,3,SeO2,0,50,108,Selenium dioxide,3
18,-1,6,7446095,16,3,SO2-,0,32,108,Sulfur dioxide anion,3
18,0,6,7446095,16,3,SO2,0,32,108,Sulfur dioxide,3
18,1,6,7446095,16,3,SO2+,0,32,108,Sulfur dioxide cation,3
24,-1,6,7446119,16,4,SO3-,0,40,144,Sulfur trioxide anion,4
24,0,6,7446119,16,4,SO3,0,40,144,Sulfur trioxide,4
24,1,6,7446119,16,4,SO3+,0,40,144,Sulfur trioxide cation,4
12,-1,6,7446346,34,2,SeS-,0,50,72,selenium monosulfide anion,2
12,0,6,7446346,34,2,SeS,0,50,72,Selenium monosulfide,2
12,1,6,7446346,34,2,SeS+,0,50,72,selenium monosulfide cation,2
24,0,7,7446700,17,4,AlCl3,0,64,156,Aluminum trichloride,4
8,0,7,7447407,19,2,KCl,0,36,50,Potassium Chloride,2
8,-1,7,7447418,17,2,LiCl-,0,20,50,lithium chloride anion,2
8,0,7,7447418,17,2,LiCl,0,20,50,lithium chloride,2
8,1,7,7447418,17,2,LiCl+,0,20,50,lithium chloride cation,2
8,-1,7,7550358,35,2,LiBr-,0,38,50,lithium bromide cation,2
8,0,7,7550358,35,2,LiBr,0,38,50,Lithium Bromide,2
8,1,7,7550358,35,2,LiBr+,0,38,50,lithium bromide anion,2
30,0,7,7550450,22,5,TiCl4,0,90,200,Titanium tetrachloride,5
14,0,7,7553562,53,2,I2,0,106,98,Iodine diatomic,2
22,0,7,7572294,17,4,C2Cl2,0,46,130,dichloroacetylene,4
22,1,7,7572294,17,4,C2Cl2+,0,46,130,dichloroacetylene cation,4
2,-1,1,7580678,3,1,LiH-,0,4,2,lithium hydride anion,2
2,0,1,7580678,3,1,LiH,0,4,2,Lithium Hydride,2
2,1,1,7580678,3,1,LiH+,0,4,2,lithium hydride cation,2
32,0,7,7601903,17,5,HClO4,0,50,114,perchloric acid,6
30,0,7,7611861,17,5,CHClCHCH2CH3,0,48,120,(Z)-1-Chloro-1-butene,12
30,0,7,7611872,17,5,CHClCHCH2CH3,0,48,120,(E)-1-Chloro-1-butene,12
32,0,7,7616946,17,5,ClFO3,0,50,206,Perchloryl fluoride,5
16,0,6,7631869,14,3,SiO2,0,30,88,silicon dioxide,3
24,-1,7,7637072,9,4,BF3-,0,32,156,"Borane, trifluoro- anion",4
24,0,7,7637072,9,4,BF3,0,32,156,"Borane, trifluoro-",4
24,1,7,7637072,9,4,BF3+,0,32,156,boron trifluoride cation,4
2,-1,1,7646697,11,1,NaH-,0,12,2,sodium hydride anion,2
2,0,1,7646697,11,1,NaH,0,12,2,sodium hydride,2
2,1,1,7646697,11,1,NaH+,0,12,2,sodium hydride cation,2
16,0,7,7646857,30,3,ZnCl2,0,64,102,Zinc dichloride,3
8,-1,7,7647010,17,1,HCl-,0,18,50,hydrogen chloride anion,2
8,0,7,7647010,17,1,HCl,0,18,50,Hydrogen chloride,2
8,1,7,7647010,17,1,HCl+,0,18,50,hydrogen chloride cation,2
8,-1,7,7647145,17,2,NaCl-,0,28,50,sodium chloride anion,2
8,0,7,7647145,17,2,NaCl,0,28,50,Sodium Chloride,2
8,1,7,7647145,17,2,NaCl+,0,28,50,sodium chloride cation,2
8,-1,7,7647156,35,2,NaBr-,0,46,50,sodium bromide anion,2
8,0,7,7647156,35,2,NaBr,0,46,50,Sodium Bromide,2
8,1,7,7647156,35,2,NaBr+,0,46,50,sodium bromide cation,2
40,0,7,7647190,15,6,PF5,0,60,270,Phosphorus pentafluoride,6
32,0,6,7664382,15,5,H3PO4,0,50,92,Phosphoric Acid,8
8,-1,7,7664393,9,1,HF-,0,10,50,hydrogen fluoride anion,2
8,0,7,7664393,9,1,HF,0,10,50,Hydrogen fluoride,2
8,1,7,7664393,9,1,HF+,0,10,50,hydrogen fluoride cation,2
8,0,5,7664417,7,1,NH3,0,10,28,Ammonia,4
8,1,5,7664417,7,1,NH3+,0,10,28,ammonia cation,4
32,0,6,7664939,16,5,H2SO4,0,50,182,Sulfuric acid,7
8,-1,7,7681494,11,2,NaF-,0,20,50,sodium fluoride anion,2
8,0,7,7681494,11,2,NaF,0,20,50,sodium fluoride,2
8,1,7,7681494,11,2,NaF+,0,20,50,sodium fluoride cation,2
36,0,4,7688213,6,6,C6H12,0,48,108,"2-Hexene, (Z)-",18
2,0,1,7693267,19,1,KH,0,20,2,Potassium hydride,2
2,1,1,7693267,19,1,KH+,0,20,2,Potassium hydrogen cation,2
4,0,2,7693278,12,1,MgH2,0,14,6,magnesium dihydride,3
24,0,6,7697372,8,4,HNO3,0,32,134,Nitric acid,5
8,0,7,7698057,17,1,DCl,0,18,50,Hydrochloric acid-d,2
6,-1,6,7704349,16,1,S-,0,16,36,Sulfur atom anion,1
6,0,6,7704349,16,1,S,0,16,36,Sulfur atom,1
6,1,6,7704349,16,1,S+,0,16,36,Sulfur atom cation,1
26,0,7,7719097,17,4,SOCl2,0,58,170,thionyl chloride,4
26,0,7,7719122,17,4,PCl3,0,66,172,Phosphorus trichloride,4
14,0,6,7722841,8,2,H2O2,0,18,74,Hydrogen peroxide,4
14,1,6,7722841,8,2,H2O2+,0,18,74,Hydrogen peroxide cation,4
5,-1,5,7723140,15,1,P-,0,15,25,Phosphorus atom anion,1
5,0,5,7723140,15,1,P,0,15,25,Phosphorus atom,1
5,1,5,7723140,15,1,P+,0,15,25,Phosphorus atom cation,1
18,0,7,7726116,35,3,COHBr,0,50,102,COHBr,4
14,-1,7,7726956,35,2,Br2-,0,70,98,bromine diatomic anion,2
14,0,7,7726956,35,2,Br2,0,70,98,Bromine diatomic,2
14,1,7,7726956,35,2,Br2+,0,70,98,bromine diatomic cation,2
10,-1,5,7727379,7,2,N2-,0,14,50,nitrogen diatomic anion,2
10,0,5,7727379,7,2,N2,0,14,50,Nitrogen diatomic,2
10,1,5,7727379,7,2,N2+,0,14,50,diatomic nitrogen cation,2
8,-1,6,7732185,8,1,H2O-,0,10,38,water anion,3
8,0,6,7732185,8,1,H2O,0,10,38,Water,3
8,1,6,7732185,8,1,H2O+,0,10,38,water cation,3
8,0,7,7758023,35,2,KBr,0,56,50,Potassium Bromide,2
8,0,7,7758896,29,2,CuCl,0,46,50,Copper monochloride,2
2,0,1,7782390,1,0,D2,0,2,2,Deuterium diatomic,2
14,-1,7,7782414,9,2,F2-,0,18,98,flourine diatomic anion,2
14,0,7,7782414,9,2,F2,0,18,98,Fluorine diatomic,2
14,1,7,7782414,9,2,F2+,0,18,98,flourine diatomic cation,2
12,-1,6,7782447,8,2,O2-,0,16,72,oxygen diatomic anion,2
